RegionName,RegionType,StateName,State,City,Metro,CountyName,2024-11-30
93726,zip,CA,CA,Fresno,"Fresno, CA",Fresno County,201521.84008126424
1970,zip,MA,MA,Salem,"Boston-Cambridge-Newton, MA-NH",Essex County,494585.24640201294
10304,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,412389.7402487609
60115,zip,IL,IL,Dekalb,"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,190691.1208128915
94582,zip,CA,CA,San Ramon,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,839259.834162448
89101,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,361216.0649186615
40299,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,241589.07778720616
33155,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,300097.05343915726
94403,zip,CA,CA,San Mateo,"San Francisco-Oakland-Berkeley, CA",San Mateo County,840569.6454299856
93534,zip,CA,CA,Lancaster,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,285430.1591792875
96786,zip,HI,HI,Wahiawa,"Urban Honolulu, HI",Honolulu County,345115.4924839631
37174,zip,TN,TN,Spring Hill,"Nashville-Davidson--Murfreesboro--Franklin, TN",Maury County,335453.0363709127
43147,zip,OH,OH,Pickerington,"Columbus, OH",Fairfield County,263451.42534250015
96701,zip,HI,HI,Aiea,"Urban Honolulu, HI",Honolulu County,488464.35657300736
43204,zip,OH,OH,Columbus,"Columbus, OH",Franklin County,167135.46628161002
90241,zip,CA,CA,Downey,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,519805.645539473
21702,zip,MD,MD,Frederick,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Frederick County,266738.75151267846
30165,zip,GA,GA,Rome,"Rome, GA",Floyd County,177836.0795361109
45231,zip,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,187015.11480735295
60540,zip,IL,IL,Naperville,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,283033.4997342048
23234,zip,VA,VA,,"Richmond, VA",Chesterfield County,151047.43953583483
15317,zip,PA,PA,Canonsburg,"Pittsburgh, PA",Washington County,305530.34308882104
94901,zip,CA,CA,San Rafael,"San Francisco-Oakland-Berkeley, CA",Marin County,562222.6930122459
48310,zip,MI,MI,Sterling Heights,"Detroit-Warren-Dearborn, MI",Macomb County,240580.1678269845
78043,zip,TX,TX,Laredo,"Laredo, TX",Webb County,137152.0083507386
30213,zip,GA,GA,Fairburn,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,260869.28755486655
52001,zip,IA,IA,Dubuque,"Dubuque, IA",Dubuque County,228120.25391869925
38125,zip,TN,TN,,"Memphis, TN-MS-AR",Shelby County,353092.1670753632
94804,zip,CA,CA,Richmond,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,505022.5632522275
7032,zip,NJ,NJ,Kearny,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,349487.9235635102
89139,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,399594.5263737985
99362,zip,WA,WA,Walla Walla,"Walla Walla, WA",Walla Walla County,238160.7344702226
30909,zip,GA,GA,Augusta,"Augusta-Richmond County, GA-SC",Richmond County,195371.531409759
97230,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,277451.00622880616
30319,zip,GA,GA,Brookhaven,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,276991.2573222932
11357,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,377009.2571817184
32940,zip,FL,FL,Melbourne,"Palm Bay-Melbourne-Titusville, FL",Brevard County,221432.8727964612
28806,zip,NC,NC,Asheville,"Asheville, NC",Buncombe County,286715.6694747863
29621,zip,SC,SC,Anderson,"Greenville-Anderson, SC",Anderson County,176333.8959698082
20164,zip,VA,VA,Sterling,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,361504.72521218547
58104,zip,ND,ND,Fargo,"Fargo, ND-MN",Cass County,302368.2217352406
92506,zip,CA,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,483768.10988947056
79109,zip,TX,TX,Amarillo,"Amarillo, TX",Randall County,155338.9532386286
75220,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,114110.87272067108
20785,zip,MD,MD,Greater Landover,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,253395.4853112153
46360,zip,IN,IN,Michigan City,"Michigan City-La Porte, IN",La Porte County,295072.877622176
90016,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,560461.6167208262
48307,zip,MI,MI,Rochester Hills,"Detroit-Warren-Dearborn, MI",Oakland County,266096.8385881944
30045,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,299545.0987792383
95831,zip,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,343068.293527931
77055,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,121740.09411211428
44691,zip,OH,OH,Wooster,"Wooster, OH",Wayne County,206181.46348962525
75019,zip,TX,TX,Coppell,"Dallas-Fort Worth-Arlington, TX",Dallas County,255153.25284410975
38134,zip,TN,TN,Memphis,"Memphis, TN-MS-AR",Shelby County,79509.67240319331
11580,zip,NY,NY,Valley Stream,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,486676.7194351799
48111,zip,MI,MI,Belleville,"Detroit-Warren-Dearborn, MI",Wayne County,219513.0661802576
95209,zip,CA,CA,Stockton,"Stockton, CA",San Joaquin County,282822.3582850057
90503,zip,CA,CA,Torrance,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,820593.1222047834
63026,zip,MO,MO,Fenton,"St. Louis, MO-IL",Jefferson County,162080.13106595736
33169,zip,FL,FL,Miami Gardens,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,183390.97642330697
23608,zip,VA,VA,Newport News,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News City,193814.7201807526
92101,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,763777.4502053076
10034,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,437643.7903601972
95407,zip,CA,CA,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,488287.01399786
60062,zip,IL,IL,Northbrook,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,369134.22352225054
53590,zip,WI,WI,Sun Prairie,"Madison, WI",Dane County,302643.90148377314
95337,zip,CA,CA,Manteca,"Stockton, CA",San Joaquin County,270587.2700303744
53081,zip,WI,WI,Sheboygan,"Sheboygan, WI",Sheboygan County,224997.59403352105
18042,zip,PA,PA,Easton,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,290675.9106594286
91733,zip,CA,CA,South El Monte,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,593566.0070768992
1453,zip,MA,MA,Leominster,"Worcester, MA-CT",Worcester County,298857.5998945626
30134,zip,GA,GA,Douglasville,"Atlanta-Sandy Springs-Alpharetta, GA",Douglas County,196062.9029210608
43551,zip,OH,OH,Perrysburg,"Toledo, OH",Wood County,252219.5219510572
43235,zip,OH,OH,Columbus,"Columbus, OH",Franklin County,210405.59786850848
94025,zip,CA,CA,Menlo Park,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1294536.9354999457
46123,zip,IN,IN,Avon,"Indianapolis-Carmel-Anderson, IN",Hendricks County,235503.26981008923
8844,zip,NJ,NJ,Hillsborough Township,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,389253.7562316801
96003,zip,CA,CA,Redding,"Redding, CA",Shasta County,259219.0394849445
60660,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,224668.76154832996
18974,zip,PA,PA,Warminster,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,305385.4547936663
30458,zip,GA,GA,Statesboro,"Statesboro, GA",Bulloch County,135894.14586442432
20170,zip,VA,VA,Herndon,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,328728.1931608864
77075,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,105428.6388649118
31313,zip,GA,GA,Hinesville,"Hinesville, GA",Liberty County,118504.8713449578
44102,zip,OH,OH,Cleveland,"Cleveland-Elyria, OH",Cuyahoga County,133965.10990421448
94066,zip,CA,CA,San Bruno,"San Francisco-Oakland-Berkeley, CA",San Mateo County,479199.9851690224
91748,zip,CA,CA,Rowland Heights,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,435781.7656583558
27615,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,269665.2732434188
21044,zip,MD,MD,Columbia,"Baltimore-Columbia-Towson, MD",Howard County,276004.47822592757
97330,zip,OR,OR,Corvallis,"Corvallis, OR",Benton County,266808.6336931661
14450,zip,NY,NY,Fairport,"Rochester, NY",Monroe County,242938.93853839615
28105,zip,NC,NC,Matthews,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,346528.4219242057
97202,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,461895.7530535578
34655,zip,FL,FL,New Port Richey,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,207775.34683533615
77074,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,101178.73864646807
2895,zip,RI,RI,Woonsocket,"Providence-Warwick, RI-MA",Providence County,262708.8621957123
97302,zip,OR,OR,Salem,"Salem, OR",Marion County,296076.45585721923
29579,zip,SC,SC,Myrtle Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Horry County,197570.4932573952
58201,zip,ND,ND,Grand Forks,"Grand Forks, ND-MN",Grand Forks County,134796.73269150293
94116,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,972743.907262657
99504,zip,AK,AK,Anchorage,"Anchorage, AK",Anchorage Borough,232716.02941169337
85205,zip,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,257943.26103045617
92688,zip,CA,CA,Rancho Santa Margarita,"Los Angeles-Long Beach-Anaheim, CA",Orange County,678695.9924556011
64118,zip,MO,MO,Gladstone,"Kansas City, MO-KS",Clay County,159624.65657276707
75063,zip,TX,TX,Irving,"Dallas-Fort Worth-Arlington, TX",Dallas County,276352.4756311522
84770,zip,UT,UT,Saint George,"St. George, UT",Washington County,325069.5017051302
21042,zip,MD,MD,Ellicott City,"Baltimore-Columbia-Towson, MD",Howard County,340203.97831406654
84401,zip,UT,UT,Ogden,"Ogden-Clearfield, UT",Weber County,385627.6455644397
77042,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,114163.74455426529
47905,zip,IN,IN,Lafayette,"Lafayette-West Lafayette, IN",Tippecanoe County,245200.45911264792
94010,zip,CA,CA,Hillsborough,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1104188.962621949
97701,zip,OR,OR,Bend,"Bend, OR",Deschutes County,399215.73192584206
91765,zip,CA,CA,Diamond Bar,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,570390.7036236505
32224,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,224935.2356473628
90024,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1011394.7136169148
50613,zip,IA,IA,Cedar Falls,"Waterloo-Cedar Falls, IA",Black Hawk County,163400.3108444575
46385,zip,IN,IN,Valparaiso,"Chicago-Naperville-Elgin, IL-IN-WI",Porter County,219573.6342219157
60707,zip,IL,IL,Elmwood Park,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,172889.4182091679
99206,zip,WA,WA,Spokane Valley,"Spokane-Spokane Valley, WA",Spokane County,193598.2155929165
11217,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1250462.5205841183
43016,zip,OH,OH,Dublin,"Columbus, OH",Franklin County,268789.1760079157
60652,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,86702.40606284216
95404,zip,CA,CA,Santa Rosa,"Santa Rosa-Petaluma, CA",Sonoma County,459558.5261827071
98290,zip,WA,WA,Snohomish,"Seattle-Tacoma-Bellevue, WA",Snohomish County,415481.1102994426
95991,zip,CA,CA,Yuba City,"Yuba City, CA",Sutter County,192794.356109794
60047,zip,IL,IL,Forest Lake,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,352449.99257529323
46514,zip,IN,IN,Elkhart,"Elkhart-Goshen, IN",Elkhart County,179420.83187275674
72401,zip,AR,AR,Jonesboro,"Jonesboro, AR",Craighead County,153546.66557062717
45385,zip,OH,OH,Xenia,"Dayton-Kettering, OH",Greene County,229588.98929292697
15237,zip,PA,PA,Pittsburgh,"Pittsburgh, PA",Allegheny County,193432.10555554144
27127,zip,NC,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,162405.67976128208
85051,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,175055.612004027
84604,zip,UT,UT,Provo,"Provo-Orem, UT",Utah County,348869.78387443995
26003,zip,WV,WV,Wheeling,"Wheeling, WV-OH",Ohio County,141034.68657882302
70810,zip,LA,LA,Baton Rouge,"Baton Rouge, LA",East Baton Rouge Parish,166540.52784826842
85283,zip,AZ,AZ,Tempe,"Phoenix-Mesa-Chandler, AZ",Maricopa County,294863.20096957486
48038,zip,MI,MI,Clinton Township,"Detroit-Warren-Dearborn, MI",Macomb County,210542.67267491276
53218,zip,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,51810.2080414125
87112,zip,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,249341.3634925449
92102,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,531096.7373422348
92308,zip,CA,CA,Apple Valley,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,386744.2664294012
10801,zip,NY,NY,New Rochelle,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,343957.5095699469
49508,zip,MI,MI,Kentwood,"Grand Rapids-Kentwood, MI",Kent County,240322.4347261005
46038,zip,IN,IN,Fishers,"Indianapolis-Carmel-Anderson, IN",Hamilton County,251967.48489431656
95628,zip,CA,CA,Fair Oaks,"Sacramento-Roseville-Folsom, CA",Sacramento County,340056.70354773867
89149,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,283547.5827905083
95050,zip,CA,CA,Santa Clara,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,808253.5595113704
20109,zip,VA,VA,Manassas,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,326916.190414468
84005,zip,UT,UT,Eagle Mountain,"Provo-Orem, UT",Utah County,302203.774395891
91311,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,613317.5005741345
60610,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,275795.9076152895
27502,zip,NC,NC,Apex,"Raleigh-Cary, NC",Wake County,386601.4190243589
94117,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1203698.6880718244
34746,zip,FL,FL,Campbell,"Orlando-Kissimmee-Sanford, FL",Osceola County,247871.0244600424
21221,zip,MD,MD,Essex,"Baltimore-Columbia-Towson, MD",Baltimore County,181407.52043653908
92545,zip,CA,CA,Hemet,"Riverside-San Bernardino-Ontario, CA",Riverside County,274492.1394875398
98036,zip,WA,WA,Lynnwood,"Seattle-Tacoma-Bellevue, WA",Snohomish County,376027.31165064545
33009,zip,FL,FL,Hallandale,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,274073.4711622914
30126,zip,GA,GA,Mableton,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,318702.404725704
80524,zip,CO,CO,Fort Collins,"Fort Collins, CO",Larimer County,413766.7275554516
98031,zip,WA,WA,Kent,"Seattle-Tacoma-Bellevue, WA",King County,335036.11025821837
90806,zip,CA,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,525752.4733468717
91360,zip,CA,CA,Thousand Oaks,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,524334.9153579592
31061,zip,GA,GA,Milledgeville,"Milledgeville, GA",Baldwin County,281000.8376072645
1420,zip,MA,MA,Fitchburg,"Worcester, MA-CT",Worcester County,331551.2069094006
47909,zip,IN,IN,Lafayette,"Lafayette-West Lafayette, IN",Tippecanoe County,207394.39190222524
6082,zip,CT,CT,Enfield,"Hartford-East Hartford-Middletown, CT",Hartford County,263293.8138001618
90815,zip,CA,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,543157.3869147294
95826,zip,CA,CA,Rosemont,"Sacramento-Roseville-Folsom, CA",Sacramento County,271601.8893478103
52302,zip,IA,IA,Marion,"Cedar Rapids, IA",Linn County,185722.18392632436
98058,zip,WA,WA,Renton,"Seattle-Tacoma-Bellevue, WA",King County,348111.08952864393
90501,zip,CA,CA,Torrance,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,716534.330720568
94566,zip,CA,CA,Pleasanton,"San Francisco-Oakland-Berkeley, CA",Alameda County,860831.6125619542
54701,zip,WI,WI,Eau Claire,"Eau Claire, WI",Eau Claire County,250388.01002333756
1085,zip,MA,MA,Westfield,"Springfield, MA",Hampden County,237623.66913598208
23323,zip,VA,VA,Chesapeake,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake City,396909.50045193126
84121,zip,UT,UT,Cottonwood Heights,"Salt Lake City, UT",Salt Lake County,492673.3327050596
85015,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,167940.98423369066
73071,zip,OK,OK,Norman,"Oklahoma City, OK",Cleveland County,103249.9815255248
92867,zip,CA,CA,Orange,"Los Angeles-Long Beach-Anaheim, CA",Orange County,813500.6655130516
30189,zip,GA,GA,Woodstock,"Atlanta-Sandy Springs-Alpharetta, GA",Cherokee County,325088.2630016681
60188,zip,IL,IL,Carol Stream,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,234574.85249213653
7307,zip,NJ,NJ,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,552342.3589600894
90278,zip,CA,CA,Redondo Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1227603.5241596329
43017,zip,OH,OH,Dublin,"Columbus, OH",Franklin County,349862.19054044783
85226,zip,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,301435.1932355771
55113,zip,MN,MN,Roseville,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,163431.47128747168
19401,zip,PA,PA,Norristown,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,278340.7330253174
33619,zip,FL,FL,Palm River-Clair Mel,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,205200.56652738617
95926,zip,CA,CA,Chico,"Chico, CA",Butte County,236887.2670627657
33010,zip,FL,FL,Hialeah,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,265793.20662533154
33914,zip,FL,FL,Cape Coral,"Cape Coral-Fort Myers, FL",Lee County,269723.7780829169
11249,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1278948.5184023178
94118,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1277775.0743412927
94521,zip,CA,CA,Concord,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,416611.9307292554
90605,zip,CA,CA,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,521368.4578539442
30046,zip,GA,GA,Lawrenceville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,243734.53426987925
80126,zip,CO,CO,Highlands Ranch,"Denver-Aurora-Lakewood, CO",Douglas County,363176.4320561886
8080,zip,NJ,NJ,Sewell,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,243817.66826963297
85711,zip,AZ,AZ,Tucson,"Tucson, AZ",Pima County,171580.66127594965
20120,zip,VA,VA,Centreville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,390703.6099676732
10573,zip,NY,NY,Port Chester,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,340773.35658329027
33433,zip,FL,FL,Boca Raton,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,314346.1405610749
12065,zip,NY,NY,Clifton Park,"Albany-Schenectady-Troy, NY",Saratoga County,254293.2615441281
90275,zip,CA,CA,Rancho Palos Verdes,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,836226.8197736159
52404,zip,IA,IA,Cedar Rapids,"Cedar Rapids, IA",Linn County,116966.696629002
54703,zip,WI,WI,Eau Claire,"Eau Claire, WI",Eau Claire County,261492.9091666071
97030,zip,OR,OR,Gresham,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,237325.16653800025
45036,zip,OH,OH,Lebanon,"Cincinnati, OH-KY-IN",Warren County,250913.17732951348
38016,zip,TN,TN,Cordova,"Memphis, TN-MS-AR",Shelby County,237644.7902329195
94611,zip,CA,CA,Piedmont,"San Francisco-Oakland-Berkeley, CA",Alameda County,452598.1707172771
70816,zip,LA,LA,Baton Rouge,"Baton Rouge, LA",East Baton Rouge Parish,128673.71249347983
89431,zip,NV,NV,Sparks,"Reno, NV",Washoe County,258401.96449594703
41017,zip,KY,KY,Lakeside Park,"Cincinnati, OH-KY-IN",Kenton County,225681.01541409985
78213,zip,TX,TX,Castle Hills,"San Antonio-New Braunfels, TX",Bexar County,145634.27916960558
46140,zip,IN,IN,Greenfield,"Indianapolis-Carmel-Anderson, IN",Hancock County,229815.2217361974
37920,zip,TN,TN,Knoxville,"Knoxville, TN",Knox County,360351.9818167917
11367,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,335252.42819935054
8902,zip,NJ,NJ,North Brunswick Township,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,369603.757897368
91016,zip,CA,CA,Monrovia,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,657090.175081319
40229,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,207576.16050035684
54935,zip,WI,WI,Fond du Lac,"Fond du Lac, WI",Fond du Lac County,233072.67636068977
32073,zip,FL,FL,Orange Park,"Jacksonville, FL",Clay County,151098.7172389359
32257,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,189025.38688575072
46037,zip,IN,IN,Fishers,"Indianapolis-Carmel-Anderson, IN",Hamilton County,304729.5576948696
11743,zip,NY,NY,Huntington,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,733233.829125038
27613,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,306641.14223820966
33428,zip,FL,FL,Boca Raton,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,238042.73370392676
10455,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,294428.1015685594
33160,zip,FL,FL,North Miami Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,491323.8252806371
75703,zip,TX,TX,Tyler,"Tyler, TX",Smith County,250236.7449425366
98122,zip,WA,WA,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,443075.02235221234
91942,zip,CA,CA,La Mesa,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,545411.5396619994
37115,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,207048.36039283697
37221,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,342062.1332139447
92802,zip,CA,CA,Anaheim,"Los Angeles-Long Beach-Anaheim, CA",Orange County,667463.9182368022
91401,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,644761.2579127369
34208,zip,FL,FL,Bradenton,"North Port-Sarasota-Bradenton, FL",Manatee County,281556.97907045606
34952,zip,FL,FL,Port Saint Lucie,"Port St. Lucie, FL",Saint Lucie County,186942.54675600724
85202,zip,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,235854.6011998124
29412,zip,SC,SC,Charleston,"Charleston-North Charleston, SC",Charleston County,337572.57451546425
60193,zip,IL,IL,Schaumburg,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,250910.94878203803
80601,zip,CO,CO,Brighton,"Denver-Aurora-Lakewood, CO",Adams County,339016.1156734659
54915,zip,WI,WI,Appleton,"Appleton, WI",Outagamie County,296826.3145289457
78216,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,149164.05213602973
17055,zip,PA,PA,Mechanicsburg,"Harrisburg-Carlisle, PA",Cumberland County,181258.44162143467
94531,zip,CA,CA,Antioch,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,376430.38561561727
1915,zip,MA,MA,Beverly,"Boston-Cambridge-Newton, MA-NH",Essex County,464400.3645091071
34997,zip,FL,FL,Stuart,"Port St. Lucie, FL",Martin County,253858.64456018948
32092,zip,FL,FL,Saint Augustine,"Jacksonville, FL",Saint Johns County,300538.424293001
61554,zip,IL,IL,Pekin,"Peoria, IL",Tazewell County,157726.42951004714
21157,zip,MD,MD,Westminster,"Baltimore-Columbia-Towson, MD",Carroll County,236679.3074969081
92591,zip,CA,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",Riverside County,526210.3657723914
14224,zip,NY,NY,Buffalo,"Buffalo-Cheektowaga, NY",Erie County,183920.89783954003
95132,zip,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,711056.3367527543
94561,zip,CA,CA,Oakley,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,401521.3631338987
28208,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,205696.6290262241
94583,zip,CA,CA,San Ramon,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,697636.7977334106
63017,zip,MO,MO,Chesterfield,"St. Louis, MO-IL",Saint Louis County,320565.29687095416
80401,zip,CO,CO,Golden,"Denver-Aurora-Lakewood, CO",Jefferson County,388335.1951570623
52240,zip,IA,IA,Iowa City,"Iowa City, IA",Johnson County,221254.4877270991
85255,zip,AZ,AZ,Scottsdale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,492279.933691675
30038,zip,GA,GA,Lithonia,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,130326.75710553909
7666,zip,NJ,NJ,Teaneck,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,400425.6950109613
38116,zip,TN,TN,Memphis,"Memphis, TN-MS-AR",Shelby County,85282.95060928426
48198,zip,MI,MI,,"Ann Arbor, MI",Washtenaw County,188338.6124519978
94121,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1120528.6158979863
60615,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,194563.06208962668
23602,zip,VA,VA,Newport News,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News City,212925.0169985868
60025,zip,IL,IL,Glenview,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,250749.8471661505
29414,zip,SC,SC,Charleston,"Charleston-North Charleston, SC",Charleston County,267536.9711895616
33880,zip,FL,FL,Winter Haven,"Lakeland-Winter Haven, FL",Polk County,135434.9166499126
